updated_at,price,flair,positive,negative,subjectivity,polarity
2021-01-06,35020.4,0.9655203819274902,0.139,0.05,0.4186046176046176,0.14047186147186147
2021-01-07,39440.9,0.9983378648757935,0.108,0.059,0.39162534435261703,0.10754820936639119
